,p0q0
1569,-1.5708075
1570,0.14394325
1571,0.08478149
1572,1.8703626
1573,-1.4358308
1574,0.102420665
1575,-0.5112516
1576,2.2346056
1577,-1.2503287
1578,0.08061243
1579,-0.16289817
1580,2.237776
1581,-1.3138185
1582,0.090258986
1583,-0.25282517
1584,1.4078009
1585,-0.15192619
1586,0.4294692
1587,1.3165522
1588,-1.0850344
1589,-0.3658094
1590,-2.6347888
1591,-0.6191785
1592,1.7129613
1593,-1.2765712
1594,0.092410415
1595,0.058659997
1596,2.2699683
1597,-1.6390784
1598,0.073219836
1599,-0.10367087
1600,1.3403277
1601,-1.418633
1602,0.4690956
1603,-0.160365
1604,0.37753004
1605,-0.1994795
1606,0.059858024
1607,-0.6144003
1608,1.7880363
1609,-1.110547
1610,-0.1500816
1611,-0.40285367
1612,0.49502745
1613,-0.14060561
1614,-0.2852779
1615,0.16775
1616,-0.11851104
1617,0.30941758
1618,0.12794095
1619,-0.04526847
1620,0.053831264
1621,0.060862258
1622,0.2882709
1623,-0.19455034
1624,0.24603043
1625,-0.26665863
1626,0.2517279
1627,-0.13280432
1628,0.0416174
1629,0.21911478
1630,0.27263486
1631,-0.08568866
1632,0.1302102
1633,-0.11028685
1634,0.13414611
1635,0.06286849
1636,-0.024395723
1637,-0.032641422
1638,-0.09293508
1639,0.09203457
1640,0.15054832
1641,-0.026041083
1642,0.06567472
1643,-0.011101813
1644,0.01038448
1645,0.066104375
1646,0.056065526
1647,-0.10939811
1648,0.24424638
1649,-0.1176764
1650,0.12351662
1651,-0.09046369
1652,-0.39454624
1653,0.11151234
1654,-0.13532668
1655,-2.5681164
1656,-0.21529874
1657,-0.22785681
1658,0.012950495
1659,0.2410354
1660,-0.89183825
1661,0.51973146
1662,0.32108372
1663,0.23537254
1664,0.14579438
1665,0.17209648
1666,0.021185499
1667,0.72232914
1668,0.16792396
1669,-1.1224196
1670,0.70625204
1671,0.11143021
1672,-0.9819534
1673,0.3392478
1674,0.858279
1675,-0.033384852
1676,-0.7765573
1677,0.6004703
1678,0.7588324
1679,-0.1380215
1680,-0.6018444
1681,-0.9641016
1682,-0.57844245
1683,-0.26991904
1684,-0.5641535
1685,-0.11121014
1686,-0.7787333
1687,-0.81257755
1688,-1.322532
1689,-1.0701867
1690,-1.0472447
1691,-0.7800504
1692,-0.038910773
1693,-0.7908067
1694,-0.9769665
1695,-0.047318995
1696,-0.931733
1697,-1.1958963
1698,-0.35635144
1699,-1.3068235
1700,-0.5247045
1701,-0.30156997
1702,-1.2484882
1703,0.43008575
1704,0.20260213
1705,-0.16463876
1706,0.30461407
1707,0.015863774
1708,-0.051077493
1709,0.7532721
1710,0.5328878
1711,-0.012711778
1712,0.34715512
1713,-0.06061276
1714,0.7448244
1715,-1.0150139
1716,0.058442578
1717,0.32000053
1718,8.329471e-05
1719,-0.07889543
1720,0.55095464
1721,0.03855424
1722,-0.16144378
1723,0.54319704
1724,-0.10424957
1725,0.20092362
1726,0.2580097
1727,0.1672239
1728,-0.638398
1729,-0.1743702
1730,0.3486466
1731,-0.44428974
1732,-0.69371843
1733,0.40962228
1734,-0.83090967
1735,-0.61386764
1736,0.3901928
1737,-1.1918551
1738,-0.56805116
1739,0.30195785
1740,-1.9580196
1741,-0.2155449
1742,0.04304692
1743,-0.34255877
1744,0.09066747
1745,-0.8516974
1746,0.016652385
1747,-0.18754224
1748,-0.05645095
1749,-0.3184048
1750,0.23447707
1751,1.5018665
1752,-1.6704328
1753,-0.23336552
1754,0.2126995
1755,-0.22708921
1756,0.1724606
1757,-0.67774385
1758,0.3649695
1759,-0.73233265
1760,-0.45061192
1761,0.45989972
1762,-0.38351092
1763,0.47706085
1764,-0.8671515
1765,-0.52906036
1766,-1.2283597
1767,-0.6011745
1768,0.43560165
1769,-0.6588287
1770,-0.59182346
1771,0.45488057
1772,-0.49132577
1773,-0.5102211
1774,-1.1516311
1775,-0.6529872
1776,-0.28379598
1777,-1.0210038
1778,-0.2923813
1779,-0.85148174
1780,-1.1506394
1781,0.53539675
1782,-0.6004814
1783,-1.1789147
1784,0.5898121
1785,-1.2415715
1786,0.3616828
1787,-0.508434
1788,-0.45641485
1789,-0.27625617
1790,-0.039200805
1791,0.23544455
1792,-0.7250938
1793,-0.22698137
1794,-0.5677833
1795,-0.43512443
1796,0.10431372
1797,0.07978534
1798,-0.4701061
1799,-0.5373375
1800,-0.2791524
1801,0.21604143
1802,-0.5539554
1803,-0.5575614
1804,-0.39095333
1805,-0.038921077
1806,-0.58324516
1807,-0.45614472
1808,-0.6022338
1809,-0.1226838
1810,-0.64414066
1811,-0.7207617
1812,-0.18647915
1813,-0.17719246
1814,-0.7355888
1815,-0.6505817
1816,-0.6851708
1817,-0.014926359
1818,-0.45282882
1819,-0.92066723
1820,-0.5743734
1821,0.015561999
1822,-0.023158072
1823,0.55733
1824,0.4747604
1825,0.5209245
1826,-0.14584176
1827,0.28869045
1828,-0.19368778
1829,0.20801926
1830,0.119003735
1831,0.33678114
1832,-0.09287908
1833,0.37808082
1834,-0.37454447
1835,0.3008588
1836,-0.0021594614
1837,0.40597722
1838,-0.56931627
1839,-0.4766064
1840,-0.72907573
1841,0.065060824
1842,-0.58508515
1843,-0.48810473
1844,-0.5521401
1845,0.2109706
1846,-0.717051
1847,-0.51327395
1848,-0.39509234
1849,0.13624166
1850,-0.6246957
1851,-0.59010416
1852,-0.563353
1853,0.138614
1854,-0.56823695
1855,-0.45170215
1856,-0.4754245
1857,-0.036768902
1858,-0.5509196
1859,-0.45897886
1860,-0.5228995
1861,0.06493254
1862,-0.104032055
1863,0.37262765
1864,0.023311818
1865,0.33522487
1866,-1.104728
1867,-0.38687518
1868,-0.5702772
1869,-0.019405676
1870,-0.051643815
1871,0.4640927
1872,0.0042645186
1873,-0.37010667
1874,-0.10726966
1875,0.3784095
1876,-0.6881333
1877,-0.043403335
1878,0.038190912
1879,-0.23962411
1880,-0.5094516
1881,-0.11128554
1882,0.07663982
1883,0.051964633
1884,-0.52208537
1885,0.021376316
1886,-0.33196107
1887,-0.10431737
1888,-0.05121843
1889,-0.5565828
1890,0.63940567
1891,0.32798716
1892,-1.2372854
1893,0.35868376
1894,-0.03429701
1895,-0.7451779
1896,0.26434568
1897,-0.50954413
1898,-0.8062317
1899,0.24311179
1900,-0.42612946
1901,-0.52860767
1902,0.24510801
1903,-0.37010667
1904,-0.4715853
1905,0.3989391
1906,-0.46492422
1907,-0.39748213
1908,0.35476804
1909,-0.343858
1910,-0.48502448
1911,0.25908262
1912,-0.4185959
1913,-2.7052476
1914,0.16220388
1915,1.3426875
1916,-0.6481167
1917,-0.15573876
1918,0.3429728
1919,0.6582832
1920,-0.61837906
1921,0.3975856
1922,0.4040654
1923,-0.64324236
1924,-0.3649785
1925,0.6381396
1926,0.7109838
1927,-0.6342533
1928,-0.2058378
1929,0.51312435
1930,1.4146706
1931,-0.5130244
1932,-0.100888826
1933,0.20846424
1934,0.95360863
1935,-0.460194
1936,-0.22488782
1937,0.10295409
1938,0.73338187
1939,-0.5082119
1940,-0.0031109406
1941,-0.0023223138
1942,0.66087407
1943,-0.5682478
1944,-0.3277377
1945,0.4034211
1946,0.65333253
1947,-0.7491263
1948,-0.4588928
1949,-0.56116486
1950,-0.22682513
1951,-0.86571366
1952,0.24747534
1953,-0.47275645
1954,0.12862086
1955,-0.6567851
1956,0.2661296
1957,0.37772015
1958,-0.46862984
1959,0.09656535
1960,-0.77548265
1961,-0.092303135
1962,-0.72597057
1963,-0.05083927
1964,-0.538583
1965,-0.22390462
1966,-0.42204702
1967,-0.9707956
1968,-0.53360605
1969,-0.691685
1970,-0.46918994
1971,0.062211193
1972,0.30900958
1973,0.7300867
1974,-0.46828288
1975,-0.4107382
1976,0.2232433
1977,0.58680683
1978,-0.5744341
1979,-0.5422123
1980,0.26366588
1981,0.59169513
1982,-0.45620942
1983,-0.05217923
1984,0.38797623
1985,0.456417
1986,-0.48860896
1987,-0.46135944
1988,0.66733027
1989,0.92020273
1990,-0.5076285
1991,-0.042862773
1992,0.3257808
1993,-0.04968708
1994,0.3880072
1995,-0.3315424
1996,0.28057534
1997,-0.1328699
1998,0.42572525
1999,0.45811266
2000,0.3937143
2001,-0.48122555
2002,-0.3074991
2003,0.7821977
2004,-0.09487585
2005,0.37808082
2006,-0.047542445
2007,0.34715512
2008,-0.13977101
2009,0.40060654
2010,-0.109160006
2011,0.4823367
2012,-0.15450737
2013,0.38363725
2014,-0.18971577
2015,0.3290857
2016,-0.0077567147
2017,0.15961546
2018,-0.17088091
2019,0.37438315
2020,-0.15474272
2021,0.2736248
2022,-0.17831497
2023,0.38460782
2024,-0.12272033
2025,0.09501407
2026,-0.103088126
2027,0.3186482
2028,0.37803063
2029,0.06543162
2030,0.4274579
2031,-0.19547172
2032,0.37654054
2033,0.00979315
2034,0.5951304
2035,0.34490678
2036,-0.04513824
2037,0.7243002
2038,-0.17225127
2039,0.25293118
2040,-0.08309558
2041,0.30714825
2042,0.07814401
2043,0.38203585
2044,-0.10934444
2045,0.74586314
2046,0.49647298
2047,-0.38925225
2048,0.3544917
2049,0.3838298
2050,-0.12626451
2051,0.46681547
2052,-0.0020281533
2053,0.3366685
2054,-0.16257292
2055,0.42818686
2056,0.019140672
2057,0.3433315
2058,-0.16194083
2059,0.45598355
2060,-0.008408717
2061,0.23279744
2062,-0.049979042
2063,0.37438315
2064,-0.26017842
2065,0.3429378
2066,-0.05016969
2067,-0.38792044
2068,0.3373098
2069,0.031113395
2070,-0.67973983
2071,0.51024556
2072,-0.20534214
2073,-1.123641
2074,0.28010842
2075,-0.027552085
2076,-1.8564886
2077,0.32185164
2078,-0.109471574
2079,-0.4773316
2080,0.29806706
2081,0.03882603
2082,-0.20874311
2083,0.20950021
2084,0.019060666
2085,-0.13044165
2086,0.2831388
2087,0.061566852
2088,-0.49612212
2089,0.23341234
2090,-0.19387695
2091,0.1719262
2092,0.48288634
2093,-0.13003996
2094,0.20542225
2095,0.024888093
2096,-0.05052177
2097,-0.40692517
2098,0.3601796
2099,0.11038277
2100,-0.11639967
2101,-0.5003851
2102,0.5499804
2103,-0.03860002
2104,0.36329678
2105,-0.7123491
2106,0.3033093
2107,0.08592907
2108,0.11741167
2109,-0.51837903
2110,0.03311245
2111,-0.11909745
2112,-0.079276495
2113,-0.65656614
2114,0.29150522
2115,-0.08937553
2116,-0.025062533
2117,-1.0821844
2118,0.29130363
2119,-0.09591318
2120,-0.09350286
2121,-0.5552707
2122,0.5211422
2123,-0.07241563
2124,-0.035173785
2125,-0.45960614
2126,0.1652111
2127,-0.07316071
2128,0.07072019
2129,-0.49195167
2130,0.2868169
2131,0.003336586
2132,0.004817294
2133,0.22481637
2134,0.482922
2135,-0.008105651
2136,-0.6681997
2137,-0.13495156
2138,0.09234766
2139,0.6122972
2140,-0.11623387
2141,0.016346315
2142,0.3053164
2143,-0.10431737
2144,-0.13927406
2145,0.15995702
2146,-0.082795836
2147,0.033064682
2148,-0.0356114
2149,-0.6129482
2150,0.18538663
2151,-0.56882155
2152,-0.10797255
2153,0.10309848
2154,-0.14386684
2155,-0.74641997
2156,0.16844009
2157,-0.7373196
2158,-0.049179252
2159,-0.3762168
2160,-0.22581612
2161,0.16144873
2162,-0.2043967
2163,0.2722242
2164,-0.06997274
2165,-0.14280997
2166,-0.34285116
2167,-0.7661137
2168,-0.683029
2169,-0.46451452
2170,-0.22756757
2171,-0.35474837
2172,-0.50059074
2173,-0.894807
2174,-0.3557931
2175,-0.71971345
2176,-0.59919125
2177,-0.26947814
2178,0.5441399
2179,-0.048992127
2180,1.6221203
2181,0.4697121
2182,0.73485017
2183,-0.0032941636
2184,0.6353012
2185,0.016342215
2186,-0.155908
2187,1.0754422
2188,0.52244943
2189,1.1067159
2190,-1.4553539
2191,0.13251641
2192,-0.5277721
2193,1.8253243
2194,0.5936563
2195,0.30966923
2196,-0.49432024
2197,1.4201716
2198,0.3935027
2199,0.50184685
2200,0.109196104
2201,1.4495447
2202,0.4722725
2203,0.40003437
2204,-0.5626069
2205,1.148263
2206,0.5058039
2207,0.31879702
2208,-0.28554943
2209,1.300411
2210,0.40160045
2211,0.34401724
2212,-0.39009634
2213,1.6571721
2214,0.48036435
2215,0.16877088
2216,-0.23279497
2217,1.4428976
2218,0.3592998
2219,0.15454936
2220,0.16755632
2221,1.7444663
2222,0.53666645
2223,0.030685471
2224,-0.35278547
2225,1.199881
2226,0.28305078
2227,0.057543173
2228,-0.33192262
2229,1.6720933
2230,0.32990992
2231,-0.15814587
2232,-0.43079528
2233,1.1106944
2234,0.42355302
2235,0.26344422
2236,-0.32707432
2237,1.4249933
2238,0.3919998
2239,0.098423354
2240,-0.51108116
2241,1.3213727
2242,0.37328416
2243,0.122546576
2244,-0.23454428
2245,1.0887046
2246,0.43222952
2247,0.060735047
2248,-0.33906642
2249,1.6555052
2250,0.6221144
2251,0.15975732
2252,-0.05691984
2253,1.4225497
2254,0.6164129
2255,0.33242422
2256,0.056770343
2257,1.59274
2258,0.57508266
2259,0.26200372
2260,0.5558752
2261,0.47897688
2262,0.45481315
2263,0.43800157
2264,0.8326892
2265,-0.49035883
2266,0.46422297
2267,-0.20515364
2268,-0.2761316
2269,-0.00225977
2270,-0.08032084
2271,0.47579545
2272,0.22995898
2273,0.108753026
2274,-0.6695553
2275,0.7042218
2276,0.35387927
2277,0.21844159
2278,-0.65338427
2279,0.57377166
2280,-0.06619745
2281,0.2642032
2282,-0.3882902
2283,0.31707942
2284,0.060792036
2285,0.15531139
2286,-0.7139976
2287,0.39234623
2288,0.15471715
2289,-0.038801216
2290,-0.55184406
2291,0.47417453
2292,0.17268145
2293,0.19501393
2294,-0.3302632
2295,0.42097232
2296,0.06593496
2297,0.13741449
2298,-0.5391536
2299,0.43598002
2300,-0.05522298
2301,0.16146669
2302,-0.8282628
2303,1.0024976
2304,-0.05108345
2305,0.41572115
2306,-0.95908487
2307,0.8888704
2308,0.71398795
2309,-0.5699103
2310,0.30387214
2311,0.19419865
2312,-0.76665676
2313,0.12459507
2314,0.5053543
2315,-0.04511688
2316,-0.61807287
2317,0.38596737
2318,0.22446497
2319,0.090261355
2320,-0.98262113
2321,0.56613207
2322,0.08997197
2323,0.25013033
2324,-1.081805
2325,0.44268855
2326,0.044745896
2327,0.09472519
2328,-0.9374607
2329,0.37668934
2330,0.07726918
2331,0.10892067
2332,-0.76353383
2333,0.42717585
2334,0.060792036
2335,0.03802407
2336,-0.5927387
2337,0.4729823
2338,-0.03565287
2339,0.22676776
2340,-0.7697893
2341,0.3120321
2342,0.10492986
2343,0.15612204
2344,-0.5327907
2345,0.3526924
2346,0.0058002416
2347,0.23404215
2348,-0.4407319
2349,1.5746669
2350,-1.5199744
2351,0.2841712
2352,-0.27646184
2353,1.8896288
2354,-1.7373949
2355,-0.13540368
2356,1.5366398
2357,-1.5519397
2358,0.15479086
2359,-0.5486036
2360,1.4383613
2361,-1.655923
2362,-0.20394959
2363,0.006367814
2364,1.4897658
2365,-1.3103606
2366,0.10775782
2367,-0.47302496
2368,2.3834589
2369,-1.2450949
2370,-0.17338617
2371,2.13557
2372,-1.7712847
2373,0.23567568
2374,-0.46836737
2375,2.3589704
2376,-1.15974
2377,-0.3320915
2378,-1.5295268
2379,-0.10295852
2380,-0.41132888
2381,1.968471
2382,-1.4379458
2383,0.05994874
2384,-0.35266966
2385,2.0374892
2386,-1.242234
2387,0.14098562
2388,-0.088454716
2389,1.841244
2390,-1.2491616
2391,0.2330592
2392,-0.23868665
2393,1.3741654
2394,-0.609927
2395,0.21539184
2396,-0.50297064
2397,1.4519228
2398,-2.1174812
2399,0.045141213
2400,-0.4305862
2401,1.536159
2402,-1.8466433
2403,0.06987176
2404,0.039164335
2405,1.3543154
2406,-1.4183868
2407,-1.0828978
2408,-0.23278849
2409,0.15203005
2410,-0.09207567
2411,-0.07437224
2412,-0.66165763
2413,1.6226993
2414,-1.0375009
2415,0.10399894
2416,-0.6355985
2417,1.3941061
2418,-1.3955631
2419,-0.020528194
2420,0.066302374
2421,0.15697616
2422,0.10435334
2423,0.08099516
2424,0.3476992
2425,-0.019486995
2426,0.3170554
2427,0.08586658
2428,-0.09828431
2429,0.108701
2430,0.25061172
2431,0.08082345
2432,0.0980002
2433,0.10250064
2434,-0.048508115
2435,0.32495275
2436,0.07591205
2437,-0.041758724
2438,0.12687369
2439,0.36228043
2440,-0.009264344
2441,-0.47511894
2442,0.032723006
2443,0.21037003
2444,0.31465858
2445,0.16691713
2446,-0.2532118
2447,0.019706896
2448,-0.48350438
2449,0.19962546
2450,-0.32288414
2451,-0.32726422
2452,-0.44174293
2453,0.0976634
2454,-0.3568151
2455,-0.18261117
2456,0.12509224
2457,-0.20781735
2458,-0.10441493
2459,-0.21718971
2460,-0.4386266
2461,-0.09339195
2462,-0.20559911
2463,-0.37588322
2464,-0.16136368
2465,-0.30771223
2466,-0.38450655
2467,0.07653439
2468,0.0652195
2469,-0.21660857
2470,0.21138349
2471,0.26643932
2472,-0.33802223
2473,-0.043207712
2474,0.05639136
2475,-0.3214143
2476,-0.123338275
2477,-0.14798646
2478,-0.25685236
2479,0.2598281
2480,-0.24464604
2481,-0.33904263
2482,-0.31941587
2483,0.12214706
2484,-0.37834588
2485,-0.5260014
2486,-0.12020565
2487,-0.33904263
2488,-0.3062823
2489,-0.54825175
2490,-0.3305212
2491,-0.0218022
2492,0.025797194
2493,0.0947099
2494,-0.162426
2495,-0.36239907
2496,-0.08872165
2497,-0.18275163
2498,-0.21482052
2499,-0.031888302
2500,-0.4220966
2501,-0.16348451
2502,-0.2084437
2503,-0.16350062
2504,-0.37834588
2505,0.29700878
2506,-0.15614204
2507,-0.33443716
2508,0.22664325
2509,0.08568511
2510,0.41478238
2511,0.2397883
2512,0.45716634
2513,0.22303851
2514,0.51251423
2515,0.5252202
2516,0.69484097
2517,0.48551178
2518,-0.7338642
2519,0.1946396
2520,0.45989972
2521,-0.5587225
2522,0.1638965
2523,0.129076
2524,-0.3489758
2525,0.11981983
2526,0.31156883
2527,0.45202908
2528,0.4167463
2529,-0.64822507
2530,-0.4825025
2531,-0.40785947
2532,-0.029016187
2533,-0.34075552
2534,-0.6391834
2535,-1.157085
2536,-0.03419262
2537,-0.53575265
2538,-0.49997458
2539,-0.29344976
2540,0.14143774
2541,-0.7011789
2542,-0.54849833
2543,-0.5216092
2544,0.058891635
2545,-0.25260812
2546,-0.45392352
2547,-0.3009508
2548,0.04800779
2549,-0.7541257
2550,-1.3154463
2551,-0.34591103
2552,0.16780163
2553,-0.50841177
2554,-0.6211043
2555,-0.19015798
2556,0.1499165
2557,-0.6823763
2558,-0.61119395
2559,-0.43073887
2560,0.2666545
2561,-0.63479424
2562,-0.377167
2563,-0.43539873
2564,0.023061512
2565,0.08088566
2566,-0.74540323
2567,0.21388762
2568,-0.21979369
2569,0.061740715
2570,-0.24377556
2571,-0.0068932585
2572,-0.053214636
2573,0.06442998
2574,-0.112798564
2575,-0.33713642
2576,0.41700798
2577,-0.559862
2578,-0.5828073
2579,0.44031945
2580,-0.41322285
2581,-0.3707169
2582,0.49622172
2583,-0.5482689
2584,-0.10485048
2585,0.36874297
2586,-0.74998254
2587,-0.68050015
2588,0.5317694
2589,0.98802567
2590,-0.48052576
2591,-0.51438314
2592,0.6036061
2593,0.6785888
2594,-0.6457999
2595,-0.12754726
2596,-0.45716104
2597,1.5008248
2598,-0.90274066
2599,-0.3232591
2600,0.40743726
2601,0.78901136
2602,-0.6397447
2603,-0.07078482
2604,0.4802048
2605,0.5514844
2606,-0.32987887
2607,-0.5485225
2608,-0.013903722
2609,0.8412741
2610,-0.42740968
2611,-0.10965135
2612,0.2003999
2613,0.6359202
2614,-0.73757744
2615,-0.06707904
2616,0.5091461
2617,-0.5665541
2618,-0.16729291
2619,0.081170104
2620,0.328882
2621,0.5002494
2622,0.48447815
2623,-0.08889395
2624,0.66296065
2625,-0.7576402
2626,-0.6242735
2627,-0.6058187
2628,-0.25386766
2629,-0.541821
2630,-0.5537047
2631,-0.63391703
2632,0.056825787
2633,-0.4659267
2634,-0.6940631
2635,-0.87388223
2636,0.031061592
2637,-0.5855932
2638,-0.36154106
2639,-0.7572672
2640,0.1433961
2641,-0.116464175
2642,0.3811011
2643,0.17489196
2644,0.20070782
2645,-0.14460208
2646,0.4210264
2647,0.09052976
2648,0.29598793
2649,0.29981366
2650,0.24778754
2651,0.0626546
2652,0.5042833
2653,0.13497137
2654,0.34619823
2655,-0.16195804
2656,0.43830135
2657,-0.41794613
2658,0.41473866
2659,-0.10376612
2660,0.21770021
2661,-0.050074253
2662,-0.4194269
2663,0.49742848
2664,0.029378766
2665,-0.34286112
2666,0.21140149
2667,0.015761333
2668,-0.3157558
2669,-0.05852138
2670,0.08490609
2671,-0.4170124
2672,0.069130294
2673,-0.35366663
2674,-0.14108929
2675,-0.22822605
2676,-0.10555422
2677,-0.29027835
2678,0.23468958
2679,0.0983679
2680,-0.20250766
2681,0.3061431
2682,0.12012547
2683,-0.31923214
2684,-0.12156463
2685,0.08009386
2686,-0.3947849
2687,-0.05381215
2688,-0.010627679
2689,-0.20311111
2690,0.13468263
2691,0.28267297
2692,-0.19762929
2693,0.24007781
2694,-0.049820773
2695,-0.40830463
2696,0.21147427
2697,0.04199685
2698,-0.0978378
2699,0.43074393
2700,0.13384116
2701,-0.21610749
2702,-0.11903078
2703,0.19913138
2704,-0.4164454
2705,0.007417591
2706,-0.03991161
2707,-0.084933154
2708,0.07371845
2709,-0.19129896
2710,-0.62050235
2711,0.08525047
2712,-0.546881
2713,-0.5581797
2714,-0.26560184
2715,-0.36815283
2716,-0.6546017
2717,-0.399143
2718,-0.53772634
2719,-0.5930212
2720,-0.6529794
2721,-0.47352314
2722,-0.8098031
2723,-0.5114684
2724,-0.19015417
2725,-0.41561532
2726,-0.23798385
2727,-0.3911532
2728,-0.7320768
2729,-0.30904627
2730,-0.37442422
2731,0.87941307
2732,0.4568696
2733,0.3824804
2734,-0.24113487
2735,0.9960826
2736,0.60212463
2737,0.18411234
2738,-0.6442798
2739,0.7357604
2740,0.6892127
2741,0.0745987
2742,-0.33921236
2743,1.7248769
2744,0.57807046
2745,-0.031944305
2746,-0.12173408
2747,1.65954
2748,0.5734268
2749,0.024294997
2750,-0.51971215
2751,1.4714727
2752,0.30368498
2753,0.17616491
2754,-0.31705356
2755,1.7963392
2756,0.68707407
2757,0.40379518
2758,-0.22692068
2759,1.3311898
2760,0.6345814
2761,0.05557345
2762,-0.5459292
2763,1.040275
2764,0.66901135
2765,-0.029934531
2766,-0.44074354
2767,1.3632468
2768,0.53240556
2769,0.06707284
2770,-0.57866806
2771,0.9321311
2772,0.6072611
2773,0.15698953
2774,-0.11333597
2775,1.5353509
2776,0.6072611
2777,0.1339597
2778,-0.20319752
2779,1.4038844
2780,0.6314492
2781,-0.051476948
2782,0.8105226
2783,-0.24600622
2784,0.01897323
2785,-0.12477702
2786,-0.21964785
2787,-0.3686215
2788,-0.28779733
2789,-0.061123136
2790,-1.0647123
2791,-0.16699937
2792,0.23193179
2793,-0.053908695
2794,-1.0464817
2795,-0.23798041
2796,0.27156606
2797,0.076478764
2798,-0.7556494
2799,-0.34153703
2800,0.08286524
2801,-0.21186575
2802,-0.95213866
2803,-0.09846546
2804,0.13166055
2805,-0.41967794
2806,-0.37070048
2807,-0.1905427
2808,0.3386755
2809,-0.50219554
2810,0.04146361
2811,0.265554
2812,0.63640517
2813,0.36170623
2814,-0.0018289989
2815,0.04261042
2816,-0.9628321
2817,-0.13193251
2818,-0.84617716
2819,-0.16120917
2820,0.36349705
2821,-0.93102425
2822,-0.25217825
2823,0.009073533
2824,-0.4880572
2825,-0.94958574
2826,-0.09908565
2827,-1.0780874
2828,-0.31801492
2829,-0.90669024
